user_id,receiver_id,amount,hour,device_id,new_device,night_tx,high_amount,fraud_receiver,fraud_prob,is_fraud
245.0,93,4963.329739735934,18,245_dev_0,0,0,0,0,0.0,0
914.0,176,1633.6013531859724,11,914_dev_0,0,0,0,0,0.0,0
352.0,451,1697.6637322625431,16,352.0_new_dev,1,0,0,0,0.0,0
132.0,441,116.2329518515628,15,132_dev_0,0,0,0,1,0.2,0
526.0,242,1533.754579477876,17,526_dev_1,0,0,0,1,0.2,0
241.0,127,9117.65294678666,5,241_dev_0,0,1,0,0,0.0,0
95.0,369,3868.777114775665,15,95_dev_1,0,0,0,0,0.0,0
433.0,498,2327.6473467452424,17,433_dev_0,0,0,0,0,0.0,0
977.0,269,967.7700644026612,13,977_dev_0,0,0,0,0,0.0,0
705.0,34,9288.208700400068,17,705.0_new_dev,1,0,0,1,0.2,0
315.0,249,2901.3614472063337,8,315_dev_0,0,0,0,1,0.2,0
106.0,487,4140.5489829081,18,106_dev_0,0,0,0,0,0.0,0
103.0,5,1849.311952122171,15,103.0_new_dev,1,0,0,1,0.2,1
559.0,408,3015.0674065664625,22,559_dev_0,0,0,0,0,0.0,0
676.0,40,1981.3947991991433,13,676_dev_1,0,0,0,1,0.2,0
193.0,139,4416.938015519098,18,193_dev_0,0,0,0,0,0.0,0
818.0,195,971.825457981969,15,818_dev_0,0,0,0,0,0.0,0
543.0,441,4009.0908727420033,10,543_dev_1,0,0,0,1,0.2,0
796.0,382,9018.321814576791,9,796_dev_2,0,0,0,0,0.0,0
270.0,95,6344.920559681368,15,270_dev_0,0,0,0,0,0.0,0
387.0,232,2411.802511107495,20,387_dev_0,0,0,0,0,0.0,0
9.0,9,6811.589003031857,5,9_dev_0,0,1,0,0,0.0,0
177.0,436,3804.9458263883116,12,177_dev_0,0,0,0,1,0.2,0
961.0,5,5392.268928978464,20,961_dev_1,0,0,0,1,0.2,0
294.0,323,538.7774430703146,19,294_dev_2,0,0,0,1,0.2,1
680.0,350,956.8339392677426,12,680_dev_0,0,0,0,1,0.2,0
216.0,102,3485.5780756544937,11,216_dev_1,0,0,0,0,0.0,0
755.0,102,4142.967772449519,19,755_dev_0,0,0,0,0,0.0,0
781.0,493,1542.1778339595585,12,781_dev_2,0,0,0,1,0.2,0
306.0,110,4583.034439219775,15,306_dev_0,0,0,0,0,0.0,0
127.0,267,4964.837372062502,14,127_dev_0,0,0,0,1,0.2,1
559.0,286,3257.188035225344,20,559_dev_0,0,0,0,0,0.0,0
962.0,431,1067.9750612447874,19,962_dev_1,0,0,0,0,0.0,0
634.0,249,1518.3326105822548,8,634_dev_0,0,0,0,1,0.2,0
33.0,284,5113.827641724145,15,33_dev_0,0,0,0,0,0.0,0
50.0,27,4816.286800385633,16,50_dev_2,0,0,0,0,0.0,0
365.0,274,3536.5506890297156,10,365_dev_0,0,0,0,1,0.2,1
320.0,422,593.9651525974118,14,320_dev_1,0,0,0,1,0.2,0
827.0,483,1082.2059562807108,9,827_dev_0,0,0,0,0,0.0,0
960.0,268,1541.669968794783,13,960_dev_1,0,0,0,0,0.0,0
444.0,453,1760.2091380183815,19,444_dev_0,0,0,0,0,0.0,0
749.0,216,2408.3542766416435,17,749_dev_0,0,0,0,1,0.2,1
631.0,375,5375.287486905779,18,631.0_new_dev,1,0,0,1,0.2,0
529.0,59,8655.360404501705,0,529_dev_0,0,1,0,0,0.0,0
216.0,226,3327.070492166391,8,216_dev_1,0,0,0,0,0.0,0
196.0,315,7306.133326385434,16,196_dev_0,0,0,0,0,0.0,0
610.0,354,955.0485098005563,19,610_dev_1,0,0,0,1,0.2,0
230.0,54,4065.7698561496004,19,230.0_new_dev,1,0,0,0,0.0,0
582.0,455,2929.3213161030326,12,582.0_new_dev,1,0,0,0,0.0,0
780.0,173,4096.124374157947,12,780_dev_0,0,0,0,0,0.0,0
524.0,295,1124.5420126644267,7,524_dev_0,0,0,0,1,0.2,0
374.0,267,100.0,16,374_dev_1,0,0,0,1,0.2,0
145.0,141,246.75122800041174,20,145_dev_0,0,0,0,0,0.0,0
964.0,200,3080.2538559371014,1,964.0_new_dev,1,1,0,1,0.5,1
919.0,491,2229.144274343249,13,919_dev_2,0,0,0,0,0.0,0
680.0,426,6085.183191040518,9,680_dev_0,0,0,0,0,0.0,0
296.0,152,100.0,18,296_dev_0,0,0,0,1,0.2,0
341.0,369,2043.8417532026742,0,341_dev_0,0,1,0,0,0.0,0
254.0,8,1563.8014573794,14,254_dev_2,0,0,0,1,0.2,1
146.0,159,4826.338565511438,16,146_dev_0,0,0,0,0,0.0,0
643.0,433,1863.3099787761257,16,643_dev_0,0,0,0,1,0.2,1
398.0,206,2483.6326766409898,16,398_dev_1,0,0,0,1,0.2,1
195.0,58,992.9254462712192,15,195_dev_0,0,0,0,0,0.0,0
533.0,311,1328.8857213719853,19,533.0_new_dev,1,0,0,0,0.0,0
969.0,382,2495.3112354876093,12,969_dev_2,0,0,0,0,0.0,0
855.0,254,2588.873725899065,11,855_dev_0,0,0,0,1,0.2,0
295.0,350,1636.4205198940922,16,295_dev_1,0,0,0,1,0.2,0
165.0,415,4844.909460412601,11,165_dev_2,0,0,0,0,0.0,0
338.0,254,3601.6558014656057,14,338_dev_0,0,0,0,1,0.2,0
671.0,264,4470.170304703518,17,671_dev_0,0,0,0,0,0.0,0
552.0,85,1942.293516515547,20,552_dev_1,0,0,0,0,0.0,0
841.0,324,604.2869823897295,19,841_dev_0,0,0,0,0,0.0,0
140.0,447,8660.820752760235,14,140_dev_0,0,0,0,0,0.0,0
615.0,126,1198.3574845099884,11,615_dev_0,0,0,0,0,0.0,0
829.0,70,2010.6005396610417,10,829_dev_0,0,0,0,1,0.2,0
918.0,60,5325.751398092315,18,918_dev_1,0,0,0,0,0.0,0
982.0,339,2010.7224834113208,1,982_dev_1,0,1,0,0,0.0,0
384.0,275,6890.779308322979,11,384_dev_0,0,0,0,0,0.0,0
896.0,480,807.0207169564405,7,896_dev_1,0,0,0,0,0.0,0
767.0,196,2259.8141903599353,7,767_dev_2,0,0,0,0,0.0,0
943.0,487,8506.687956387192,11,943_dev_2,0,0,0,0,0.0,0
262.0,61,2261.7796229701516,20,262_dev_0,0,0,0,0,0.0,0
834.0,19,2873.2492855926407,17,834_dev_2,0,0,0,0,0.0,0
604.0,422,676.0131310036056,13,604_dev_1,0,0,0,1,0.2,1
507.0,406,5043.158987471446,3,507_dev_0,0,1,0,0,0.0,0
969.0,371,4770.157369415774,12,969_dev_0,0,0,0,0,0.0,0
619.0,34,2706.6515919059275,6,619_dev_1,0,0,0,1,0.2,0
204.0,133,100.0,8,204_dev_1,0,0,0,0,0.0,0
129.0,350,3269.626217568942,17,129_dev_1,0,0,0,1,0.2,0
439.0,345,1325.182210448325,23,439.0_new_dev,1,0,0,0,0.0,0
801.0,152,561.2807307822382,19,801_dev_0,0,0,0,1,0.2,0
343.0,244,1135.3853190787556,6,343_dev_1,0,0,0,0,0.0,0
693.0,398,2255.3747971873076,13,693_dev_0,0,0,0,0,0.0,0
392.0,309,1918.6296769486196,7,392_dev_0,0,0,0,0,0.0,0
772.0,198,436.4907016561183,14,772_dev_0,0,0,0,0,0.0,0
900.0,182,2497.4181895363836,18,900.0_new_dev,1,0,0,0,0.0,0
458.0,267,546.4655343277375,16,458_dev_1,0,0,0,1,0.2,0
395.0,57,3705.4352541767694,15,395_dev_0,0,0,0,0,0.0,0
45.0,21,3544.0413468208317,12,45_dev_2,0,0,0,0,0.0,0
901.0,479,2161.9522377961644,12,901.0_new_dev,1,0,0,0,0.0,0
479.0,294,3603.965752352492,16,479_dev_0,0,0,0,1,0.2,0
69.0,422,3969.5210161560426,18,69_dev_2,0,0,0,1,0.2,0
251.0,44,1366.8947001225995,15,251.0_new_dev,1,0,0,1,0.2,1
827.0,42,2003.995947990451,10,827_dev_1,0,0,0,0,0.0,0
126.0,288,5594.110395313879,8,126_dev_1,0,0,0,0,0.0,0
101.0,326,4193.356766139088,23,101_dev_0,0,0,0,0,0.0,0
474.0,481,3410.4543751093897,15,474_dev_0,0,0,0,0,0.0,0
469.0,314,6715.911612100729,17,469_dev_2,0,0,0,0,0.0,0
906.0,493,2166.9354189758824,19,906_dev_0,0,0,0,1,0.2,0
827.0,254,1809.225002317868,7,827_dev_1,0,0,0,1,0.2,0
598.0,136,2618.0714813616632,14,598.0_new_dev,1,0,0,0,0.0,0
313.0,314,7319.284650583117,7,313_dev_0,0,0,0,0,0.0,0
997.0,274,1573.6394170061958,10,997.0_new_dev,1,0,0,1,0.2,0
307.0,331,3303.386122327342,7,307_dev_0,0,0,0,0,0.0,0
627.0,295,5830.4047558336315,9,627_dev_2,0,0,0,1,0.2,0
532.0,246,6832.158934201459,16,532_dev_0,0,0,0,0,0.0,0
276.0,493,437.6383520221898,20,276_dev_0,0,0,0,1,0.2,0
456.0,242,1184.2453950258657,12,456_dev_0,0,0,0,1,0.2,0
988.0,44,1780.405164716356,18,988_dev_0,0,0,0,1,0.2,0
465.0,400,368.98692908507564,7,465_dev_0,0,0,0,0,0.0,0
479.0,155,1747.8529490932992,16,479_dev_0,0,0,0,0,0.0,0
37.0,433,774.1898729166732,21,37_dev_1,0,0,0,1,0.2,1
914.0,344,4439.626700933187,10,914.0_new_dev,1,0,0,0,0.0,0
978.0,248,1780.6418451689458,23,978_dev_2,0,0,0,0,0.0,0
492.0,273,2600.685543041485,5,492_dev_0,0,1,0,0,0.0,0
72.0,189,1311.9778743544161,17,72_dev_0,0,0,0,0,0.0,0
651.0,5,3942.67889523958,14,651_dev_0,0,0,0,1,0.2,0
752.0,491,3582.6549025328072,15,752_dev_0,0,0,0,0,0.0,0
453.0,383,2331.267038923165,9,453_dev_1,0,0,0,1,0.2,0
182.0,233,100.0,6,182.0_new_dev,1,0,0,0,0.0,0
709.0,254,4202.752778303585,20,709_dev_0,0,0,0,1,0.2,0
27.0,309,1459.7096938340364,14,27_dev_0,0,0,0,0,0.0,0
556.0,3,1959.7923837169094,21,556_dev_0,0,0,0,1,0.2,1
258.0,62,3394.936086196284,13,258_dev_0,0,0,0,0,0.0,0
156.0,129,4022.7108125974237,16,156_dev_0,0,0,0,0,0.0,0
603.0,403,792.8338735295255,12,603_dev_0,0,0,0,1,0.2,0
88.0,29,4364.315604047826,18,88.0_new_dev,1,0,0,0,0.0,0
802.0,399,2917.9101423723137,6,802_dev_0,0,0,0,1,0.2,1
341.0,283,3655.4878586632453,19,341.0_new_dev,1,0,0,0,0.0,0
512.0,452,3039.2586685645447,20,512.0_new_dev,1,0,0,0,0.0,0
709.0,131,4184.841269488508,18,709_dev_0,0,0,0,0,0.0,0
443.0,69,2043.0623764830023,22,443_dev_0,0,0,0,0,0.0,0
871.0,261,2395.2982541153,16,871_dev_0,0,0,0,0,0.0,0
504.0,250,1278.4932202203117,16,504_dev_1,0,0,0,0,0.0,0
96.0,451,3976.7443062496277,20,96_dev_0,0,0,0,0,0.0,0
206.0,289,1798.8040133573309,2,206_dev_0,0,1,0,0,0.0,0
374.0,402,1923.4158236845562,3,374_dev_1,0,1,0,1,0.2,1
984.0,56,4268.188667153048,16,984_dev_0,0,0,0,1,0.2,0
941.0,398,4392.573099546136,13,941_dev_1,0,0,0,0,0.0,0
58.0,348,1407.5857595820223,14,58.0_new_dev,1,0,0,0,0.0,0
332.0,366,772.3314291590357,16,332_dev_1,0,0,0,0,0.0,0
686.0,473,3091.9616583069915,16,686_dev_1,0,0,0,0,0.0,0
223.0,249,4008.038002605821,21,223_dev_1,0,0,0,1,0.2,0
731.0,83,4229.2608586225515,16,731_dev_1,0,0,0,0,0.0,0
735.0,157,6858.538718782981,12,735_dev_0,0,0,0,0,0.0,0
484.0,73,3445.8695720003047,20,484_dev_2,0,0,0,1,0.2,0
86.0,386,2597.8323117083246,17,86_dev_0,0,0,0,0,0.0,0
644.0,461,1545.5879212604436,15,644_dev_1,0,0,0,0,0.0,0
360.0,458,3196.0961307169523,15,360_dev_1,0,0,0,0,0.0,0
511.0,76,100.0,20,511_dev_0,0,0,0,0,0.0,0
759.0,135,7448.224291007255,13,759.0_new_dev,1,0,0,0,0.0,0
753.0,232,3341.309118465766,10,753.0_new_dev,1,0,0,0,0.0,0
156.0,66,5183.9497820881625,15,156_dev_0,0,0,0,0,0.0,0
701.0,249,598.9596864247618,11,701_dev_0,0,0,0,1,0.2,0
539.0,194,1831.2237785066818,14,539.0_new_dev,1,0,0,1,0.2,1
597.0,82,1180.535367140767,21,597_dev_0,0,0,0,0,0.0,0
729.0,71,1733.7041850494281,20,729.0_new_dev,1,0,0,1,0.2,0
223.0,261,2963.988572910303,20,223_dev_2,0,0,0,0,0.0,0
142.0,87,3831.9404046338586,15,142_dev_0,0,0,0,0,0.0,0
851.0,395,1895.8431398714943,0,851_dev_1,0,1,0,1,0.2,0
225.0,354,1926.7559469550108,15,225_dev_0,0,0,0,1,0.2,0
814.0,396,8117.924785593865,9,814_dev_0,0,0,0,0,0.0,0
600.0,430,1018.3397438810889,16,600_dev_0,0,0,0,0,0.0,0
744.0,170,100.0,14,744.0_new_dev,1,0,0,1,0.2,0
280.0,368,4062.703424631164,18,280_dev_0,0,0,0,0,0.0,0
406.0,184,1712.1283076720292,19,406_dev_1,0,0,0,0,0.0,0
198.0,42,5795.740338112368,15,198_dev_0,0,0,0,0,0.0,0
667.0,14,353.2215367015431,5,667_dev_1,0,1,0,0,0.0,0
221.0,53,3105.3428968950366,19,221_dev_1,0,0,0,0,0.0,0
602.0,436,425.622386982488,11,602_dev_0,0,0,0,1,0.2,0
319.0,476,2614.3004212009405,18,319_dev_0,0,0,0,0,0.0,0
837.0,215,2712.8838138230108,18,837_dev_0,0,0,0,0,0.0,0
256.0,200,6697.100618201763,19,256_dev_1,0,0,0,1,0.2,0
79.0,258,2146.509163131077,5,79.0_new_dev,1,1,0,0,0.3,1
152.0,200,1728.3104996025804,15,152_dev_2,0,0,0,1,0.2,0
670.0,258,2216.0068442131,18,670_dev_0,0,0,0,0,0.0,0
802.0,260,3644.563761850712,9,802_dev_0,0,0,0,1,0.2,0
545.0,355,1130.140149021799,20,545_dev_0,0,0,0,0,0.0,0
660.0,10,4659.711570919168,15,660_dev_0,0,0,0,0,0.0,0
930.0,466,2248.5565394829828,20,930_dev_0,0,0,0,0,0.0,0
110.0,494,100.0,9,110_dev_0,0,0,0,0,0.0,0
466.0,152,3747.5053295331873,18,466_dev_1,0,0,0,1,0.2,0
142.0,436,3408.8887404743946,12,142_dev_0,0,0,0,1,0.2,0
796.0,267,7245.916401226788,2,796_dev_2,0,1,0,1,0.2,0
599.0,323,989.9847469789877,13,599_dev_0,0,0,0,1,0.2,0
953.0,222,4282.616975734106,10,953_dev_1,0,0,0,0,0.0,0
831.0,313,1459.5239876437233,12,831_dev_0,0,0,0,0,0.0,0
725.0,70,5867.923581739264,14,725_dev_0,0,0,0,1,0.2,1
404.0,206,937.9896136457446,10,404_dev_0,0,0,0,1,0.2,0
991.0,44,3376.415116833668,12,991_dev_0,0,0,0,1,0.2,1
644.0,419,842.3409885621529,19,644_dev_2,0,0,0,0,0.0,0
754.0,383,2127.551624971892,18,754_dev_0,0,0,0,1,0.2,0
891.0,168,3072.2211669055705,10,891_dev_2,0,0,0,0,0.0,0
746.0,305,2199.0592590325828,11,746_dev_0,0,0,0,0,0.0,0
684.0,476,5437.88864975886,20,684_dev_1,0,0,0,0,0.0,0
797.0,233,2067.6534555746166,19,797_dev_1,0,0,0,0,0.0,0
569.0,354,3576.139969607319,15,569_dev_0,0,0,0,1,0.2,0
787.0,237,4827.461734991262,17,787_dev_0,0,0,0,0,0.0,0
700.0,173,2956.747398460796,7,700.0_new_dev,1,0,0,0,0.0,0
420.0,0,1247.9591567627608,18,420_dev_0,0,0,0,1,0.2,0
9.0,394,3832.365715001829,8,9_dev_0,0,0,0,1,0.2,0
247.0,412,2546.4125663686054,10,247_dev_0,0,0,0,0,0.0,0
39.0,357,3326.8827277779415,20,39_dev_0,0,0,0,0,0.0,0
271.0,78,3887.1067189728333,15,271_dev_1,0,0,0,0,0.0,0
590.0,323,2755.6077992651362,17,590_dev_2,0,0,0,1,0.2,0
665.0,436,1747.5804934142398,12,665_dev_0,0,0,0,1,0.2,0
203.0,301,7968.674840856499,17,203_dev_0,0,0,0,0,0.0,0
859.0,289,1505.7448779725337,6,859_dev_0,0,0,0,0,0.0,0
970.0,422,2838.819362200025,16,970_dev_1,0,0,0,1,0.2,1
326.0,73,2220.3567118377314,6,326_dev_1,0,0,0,1,0.2,1
518.0,445,10600.245705392015,8,518.0_new_dev,1,0,0,0,0.0,0
476.0,197,2464.920140870377,13,476_dev_1,0,0,0,1,0.2,1
279.0,350,3684.1482808717906,22,279_dev_0,0,0,0,1,0.2,0
848.0,6,2709.857349544789,14,848_dev_0,0,0,0,0,0.0,0
957.0,64,902.3623441747088,11,957_dev_0,0,0,0,0,0.0,0
108.0,298,1691.2328253904434,14,108_dev_0,0,0,0,0,0.0,0
355.0,54,3978.8548188487757,16,355_dev_1,0,0,0,0,0.0,0
635.0,143,3563.5049723240427,11,635_dev_0,0,0,0,0,0.0,0
446.0,26,1886.853773131405,15,446.0_new_dev,1,0,0,0,0.0,0
871.0,437,3799.963307835584,19,871_dev_0,0,0,0,0,0.0,0
127.0,493,4188.0936926558215,12,127_dev_1,0,0,0,1,0.2,0
232.0,40,4007.721163343404,13,232_dev_0,0,0,0,1,0.2,0
678.0,311,7009.795680214541,17,678_dev_0,0,0,0,0,0.0,0
390.0,221,4973.828971439783,20,390_dev_1,0,0,0,0,0.0,0
166.0,289,2873.935006459144,5,166_dev_0,0,1,0,0,0.0,0
586.0,394,2135.014639031799,22,586_dev_0,0,0,0,1,0.2,1
989.0,120,4383.095130163378,11,989.0_new_dev,1,0,0,0,0.0,0
308.0,73,4381.673482781528,13,308_dev_0,0,0,0,1,0.2,0
262.0,216,2846.80060723474,21,262_dev_0,0,0,0,1,0.2,0
907.0,5,3187.7984345971836,20,907_dev_0,0,0,0,1,0.2,0
141.0,467,3645.6790352101207,15,141_dev_2,0,0,0,0,0.0,0
179.0,39,158.1345748429253,9,179_dev_0,0,0,0,0,0.0,0
369.0,90,1643.0356940057425,11,369.0_new_dev,1,0,0,0,0.0,0
116.0,23,3926.024956488487,17,116_dev_0,0,0,0,1,0.2,1
262.0,484,2182.8969123692896,13,262_dev_0,0,0,0,0,0.0,0
845.0,260,2473.085186134466,21,845_dev_0,0,0,0,1,0.2,1
366.0,443,4906.385859865758,19,366_dev_0,0,0,0,0,0.0,0
182.0,256,1590.9558757283107,16,182_dev_0,0,0,0,1,0.2,0
113.0,293,5154.4838889249295,2,113.0_new_dev,1,1,0,1,0.5,1
357.0,40,1694.28291293731,14,357_dev_0,0,0,0,1,0.2,1
757.0,293,2653.982079377069,17,757_dev_0,0,0,0,1,0.2,0
596.0,106,3720.8972949119498,6,596_dev_0,0,0,0,0,0.0,0
351.0,101,6310.691454372095,13,351.0_new_dev,1,0,0,0,0.0,0
609.0,34,5973.756410663849,20,609.0_new_dev,1,0,0,1,0.2,1
98.0,467,100.0,20,98_dev_0,0,0,0,0,0.0,0
720.0,323,1530.3410056307462,20,720_dev_0,0,0,0,1,0.2,0
613.0,249,571.9077049806292,12,613_dev_1,0,0,0,1,0.2,0
82.0,274,2644.7577616989147,18,82_dev_0,0,0,0,1,0.2,1
382.0,40,4151.159981029905,18,382_dev_0,0,0,0,1,0.2,0
319.0,3,1757.0561753272277,21,319_dev_0,0,0,0,1,0.2,0
497.0,417,1333.758150506884,7,497.0_new_dev,1,0,0,0,0.0,0
590.0,453,1256.7379313997537,14,590_dev_2,0,0,0,0,0.0,0
731.0,397,1573.4075870708198,15,731_dev_0,0,0,0,0,0.0,0
550.0,165,3437.134686366935,22,550_dev_0,0,0,0,0,0.0,0
733.0,231,920.0510716497542,14,733_dev_2,0,0,0,0,0.0,0
913.0,36,3620.043893814428,23,913_dev_0,0,0,0,0,0.0,0
789.0,298,4194.763652788187,21,789_dev_1,0,0,0,0,0.0,0
712.0,81,2826.2093572837657,7,712_dev_2,0,0,0,0,0.0,0
83.0,274,1752.2975511550799,10,83.0_new_dev,1,0,0,1,0.2,0
579.0,276,1270.6455160854239,10,579_dev_0,0,0,0,0,0.0,0
152.0,390,2190.7152446834793,13,152_dev_1,0,0,0,0,0.0,0
269.0,483,1360.9968712107739,17,269_dev_0,0,0,0,0,0.0,0
752.0,338,3491.2494060000145,19,752_dev_0,0,0,0,0,0.0,0
627.0,155,2720.9914012715826,12,627.0_new_dev,1,0,0,0,0.0,0
950.0,486,5046.709574344082,23,950_dev_0,0,0,0,0,0.0,0
210.0,354,3233.5612887322613,16,210_dev_1,0,0,0,1,0.2,1
329.0,227,2955.085956031304,14,329_dev_1,0,0,0,1,0.2,0
319.0,476,2388.003480605987,0,319_dev_1,0,1,0,0,0.0,0
900.0,403,943.5586546396825,18,900_dev_1,0,0,0,1,0.2,0
430.0,197,1309.8377052229898,21,430.0_new_dev,1,0,0,1,0.2,0
278.0,395,7817.080976630989,13,278_dev_0,0,0,0,1,0.2,0
875.0,26,2990.2611242928497,9,875_dev_0,0,0,0,0,0.0,0
595.0,441,3468.368266848475,18,595.0_new_dev,1,0,0,1,0.2,0
669.0,105,4310.772947220032,15,669_dev_1,0,0,0,0,0.0,0
764.0,131,1180.6794438525767,16,764_dev_0,0,0,0,0,0.0,0
433.0,56,263.83153225892306,21,433.0_new_dev,1,0,0,1,0.2,0
448.0,260,1058.1888679975552,11,448.0_new_dev,1,0,0,1,0.2,0
996.0,302,3007.5425612653244,11,996_dev_1,0,0,0,0,0.0,0
116.0,117,4886.526810734669,19,116_dev_0,0,0,0,0,0.0,0
572.0,463,3586.753925639599,13,572_dev_0,0,0,0,0,0.0,0
302.0,200,3851.0130469635415,21,302_dev_0,0,0,0,1,0.2,0
73.0,428,303.9336940286971,9,73_dev_0,0,0,0,0,0.0,0
779.0,383,4569.519897928556,13,779_dev_0,0,0,0,1,0.2,0
45.0,383,4649.112931160254,3,45_dev_2,0,1,0,1,0.2,0
979.0,112,4818.311171577533,11,979.0_new_dev,1,0,0,0,0.0,0
662.0,492,4653.215598196483,13,662_dev_0,0,0,0,0,0.0,0
3.0,493,2259.9419377622253,11,3_dev_1,0,0,0,1,0.2,1
948.0,206,4616.035695760292,17,948_dev_0,0,0,0,1,0.2,1
457.0,466,2443.06354454078,11,457_dev_0,0,0,0,0,0.0,0
118.0,396,4936.681994527452,15,118_dev_0,0,0,0,0,0.0,0
736.0,207,2956.4000976131697,0,736_dev_0,0,1,0,0,0.0,0
242.0,118,5541.794323902943,14,242_dev_2,0,0,0,0,0.0,0
355.0,443,4645.7654446408105,18,355.0_new_dev,1,0,0,0,0.0,0
89.0,93,3497.232282670189,5,89_dev_2,0,1,0,0,0.0,0
742.0,402,5353.265102321523,15,742_dev_1,0,0,0,1,0.2,0
447.0,103,1449.5921960816504,16,447_dev_0,0,0,0,0,0.0,0
441.0,225,1871.145455705279,11,441_dev_0,0,0,0,0,0.0,0
180.0,160,849.6039966534261,18,180_dev_2,0,0,0,0,0.0,0
656.0,34,1794.1066064431864,11,656_dev_0,0,0,0,1,0.2,0
102.0,402,100.0,12,102_dev_0,0,0,0,1,0.2,0
