user_id,receiver_id,amount,hour,device_id,new_device,night_tx,high_amount,fraud_receiver,fraud_prob,is_fraud,network_cluster_size,receiver_risk_score
256.0,200,6697.100618201763,19,256_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.22727272727272727
79.0,258,2146.509163131077,5,79.0_new_dev,1,1,0,0,0.3,1,1.0,0.010752688172043012
152.0,200,1728.3104996025804,15,152_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.22727272727272727
670.0,258,2216.0068442131,18,670_dev_0,0,0,0,0,0.0,0,1.0,0.010752688172043012
802.0,260,3644.563761850712,9,802_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.20789473684210527
545.0,355,1130.140149021799,20,545_dev_0,0,0,0,0,0.0,0,1.0,0.0
660.0,10,4659.711570919168,15,660_dev_0,0,0,0,0,0.0,0,1.0,0.0
930.0,466,2248.5565394829828,20,930_dev_0,0,0,0,0,0.0,0,1.0,0.015625
110.0,494,100.0,9,110_dev_0,0,0,0,0,0.0,0,1.0,0.028169014084507043
466.0,152,3747.5053295331873,18,466_dev_1,0,0,0,1,0.2,0,0.000689655172413793,0.22254335260115607
142.0,436,3408.8887404743946,12,142_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2190721649484536
796.0,267,7245.916401226788,2,796_dev_2,0,1,0,1,0.2,0,0.000689655172413793,0.20673076923076922
599.0,323,989.9847469789876,13,599_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.17647058823529413
953.0,222,4282.616975734106,10,953_dev_1,0,0,0,0,0.0,0,1.0,0.0196078431372549
831.0,313,1459.523987643723,12,831_dev_0,0,0,0,0,0.0,0,1.0,0.0
725.0,70,5867.923581739264,14,725_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.21481481481481482
404.0,206,937.9896136457446,10,404_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.25067385444743934
991.0,44,3376.415116833668,12,991_dev_0,0,0,0,1,0.2,1,0.000689655172413793,0.18994413407821228
644.0,419,842.3409885621529,19,644_dev_2,0,0,0,0,0.0,0,1.0,0.0
754.0,383,2127.551624971892,18,754_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.1891891891891892
891.0,168,3072.2211669055705,10,891_dev_2,0,0,0,0,0.0,0,1.0,0.0
746.0,305,2199.0592590325828,11,746_dev_0,0,0,0,0,0.0,0,1.0,0.0
684.0,476,5437.88864975886,20,684_dev_1,0,0,0,0,0.0,0,1.0,0.0
797.0,233,2067.6534555746166,19,797_dev_1,0,0,0,0,0.0,0,1.0,0.011235955056179775
569.0,354,3576.139969607319,15,569_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.21899736147757257
787.0,237,4827.461734991262,17,787_dev_0,0,0,0,0,0.0,0,1.0,0.0
700.0,173,2956.747398460796,7,700.0_new_dev,1,0,0,0,0.0,0,1.0,0.015873015873015872
420.0,0,1247.9591567627608,18,420_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.22641509433962265
9.0,394,3832.365715001829,8,9_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2481012658227848
247.0,412,2546.412566368605,10,247_dev_0,0,0,0,0,0.0,0,1.0,0.0
39.0,357,3326.882727777941,20,39_dev_0,0,0,0,0,0.0,0,1.0,0.023809523809523808
271.0,78,3887.106718972833,15,271_dev_1,0,0,0,0,0.0,0,1.0,0.0125
590.0,323,2755.607799265136,17,590_dev_2,0,0,0,1,0.2,0,0.000689655172413793,0.17647058823529413
665.0,436,1747.5804934142398,12,665_dev_0,0,0,0,1,0.2,0,0.000689655172413793,0.2190721649484536
203.0,301,7968.674840856499,17,203_dev_0,0,0,0,0,0.0,0,1.0,0.0
859.0,289,1505.7448779725337,6,859_dev_0,0,0,0,0,0.0,0,1.0,0.012987012987012988
